"","Gam_P_Vector_All","Gam_Z_Vector_All","Gam_P_FDR_Vector_All","Gam_Z_FDR_Sig_Vector_All","Gam_P_Bonf_Vector_All","Gam_Z_Bonf_Sig_Vector_All"
"1",0,0,0,0,0,0
"2",0,0,0,0,0,0
"3",0,0,0,0,0,0
"4",0,0,0,0,0,0
"5",0.640564294423192,-0.466909966453622,0.730616853603885,0,1,0
"6",0,0,0,0,0,0
"7",0,0,0,0,0,0
"8",0.158477722492962,1.41020986931104,0.25338949295207,0,1,0
"9",0,0,0,0,0,0
"10",0,0,0,0,0,0
"11",0,0,0,0,0,0
"12",0,0,0,0,0,0
"13",0,0,0,0,0,0
"14",0,0,0,0,0,0
"15",0,0,0,0,0,0
"16",0,0,0,0,0,0
"17",0,0,0,0,0,0
"18",0,0,0,0,0,0
"19",0,0,0,0,0,0
"20",0,0,0,0,0,0
"21",0,0,0,0,0,0
"22",0,0,0,0,0,0
"23",0,0,0,0,0,0
"24",0,0,0,0,0,0
"25",0,0,0,0,0,0
"26",0,0,0,0,0,0
"27",0,0,0,0,0,0
"28",0,0,0,0,0,0
"29",0,0,0,0,0,0
"30",0,0,0,0,0,0
"31",0,0,0,0,0,0
"32",0,0,0,0,0,0
"33",0,0,0,0,0,0
"34",0,0,0,0,0,0
"35",0,0,0,0,0,0
"36",0.725026316503393,-0.351749256993052,0.800639419508757,0,1,0
"37",0.988436513506707,-0.0144931884711559,0.992654270966399,0,1,0
"38",0.914182185480154,0.107764901208087,0.941990466339506,0,1,0
"39",0.776507265662649,-0.283873577898791,0.840322948128003,0,1,0
"40",0.579079222986246,0.554730190170474,0.67803305699048,0,1,0
"41",0.0129361752862002,2.4855215549137,0.0351966521608193,2.4855215549137,1,0
"42",0.112525499731933,1.58694324339861,0.193561669686168,0,1,0
"43",0.000881565848635519,3.32582713080908,0.00392245237828752,3.32582713080908,1,0
"44",9.67687600383387e-06,4.42427039167901,8.01286293439154e-05,4.42427039167901,0.07572155473,0
"45",5.40564606611845e-10,6.20685200224624,1.34283112594847e-08,6.20685200224624,4.22991804673769e-06,6.20685200224624
"46",1.07463385217192e-12,7.12059339361836,4.75085304703121e-11,7.12059339361836,8.40900989324524e-09,7.12059339361836
"47",8.85243210906855e-16,8.04180550563817,6.07634046082995e-14,8.04180550563817,6.92702812534614e-12,8.04180550563817
"48",1.38816914232742e-24,10.2345654842739,2.64937159480781e-22,10.2345654842739,1.0862423538712e-20,10.2345654842739
"49",1.13524687796232e-30,11.5129519647422,4.67542464213428e-28,11.5129519647422,8.88330682005513e-27,11.5129519647422
"50",6.7102698130788e-34,12.1371753491164,4.77344193521288e-31,12.1371753491164,5.25078612873416e-30,12.1371753491164
"51",1.05363010363653e-35,12.4725767251542,1.64893111219116e-32,12.4725767251542,8.24465556095581e-32,12.4725767251542
"52",1.92832991801717e-33,12.0504760548974,1.25743180070703e-30,12.0504760548974,1.50891816084843e-29,12.0504760548974
"53",7.66362155155183e-29,11.1439578174404,2.30645533234204e-26,11.1439578174404,5.99678386408931e-25,11.1439578174404
"54",2.29640812461714e-22,9.7277387958856,3.66722317859778e-20,9.7277387958856,1.79693935751291e-18,9.7277387958856
"55",2.81431369234191e-13,7.30299513185074,1.35104322960585e-11,7.30299513185074,2.20220046425754e-09,7.30299513185074
"56",6.93227989690831e-10,6.16762616008994,1.67423117880579e-08,6.16762616008994,5.42450901933075e-06,6.16762616008994
"57",5.48620148791958e-09,5.83171058873598,1.04706162543831e-07,5.83171058873598,4.29295266429707e-05,5.83171058873598
"58",6.70577025284092e-09,5.79813189880279,1.24923356194214e-07,5.79813189880279,5.24726522284802e-05,5.79813189880279
"59",3.90190710791597e-05,4.11321261299027,0.000269245353786971,4.11321261299027,0.305324231194425,0
"60",2.23398560423889e-05,4.24012177407793,0.000166010801074733,4.24012177407793,0.174809373531694,0
"61",0.00117364475201859,3.24520893948803,0.00498846832403339,3.24520893948803,1,0
"62",0.0119287221709143,2.51424592021409,0.0330883555432132,2.51424592021409,1,0
"63",0.91793521292345,0.103034974627027,0.944365374852221,0,1,0
"64",0.13438799404848,-1.49702023074532,0.222982623712755,0,1,0
"65",0.00514565203355925,-2.79777137836943,0.0166589686233352,-2.79777137836943,1,0
"66",0.211637279700846,-1.24907599479497,0.316460432008799,0,1,0
"67",0.0928278240389256,1.68066591860192,0.166715107437363,0,1,0
"68",0.0979274580846224,1.65498540701698,0.174194671405358,0,1,0
"69",0.0478093283643476,1.97905931570331,0.0991277144809274,0,1,0
"70",0.322518893671463,0.989294869148834,0.437309018017536,0,1,0
"71",0.113486741232628,1.58271366954588,0.194786959891493,0,1,0
"72",0.0388072913387481,2.066224448863,0.08370095223972,0,1,0
"73",0.309783137960037,1.01567718078673,0.423785499044981,0,1,0
"74",0.0157087451363518,2.41561305232979,0.0410146582222065,2.41561305232979,1,0
"75",0.147142947784459,1.44969730439406,0.239225756578722,0,1,0
